Policy_Id,Policy_Year,Make,Body_Style,Model_Year,Model_Color,Miles_Driven,Driver_Hair_Color,Years_Customer,Accident_Reported
4420,2021,Subaru,sedan,2000,Blue,23513,Black,8,1
4421,2018,Toyota,suv,2018,Red,2460,Brown,20,0
4422,2005,Subaru,truck,2012,Red,12786,Brown,8,0
4423,2008,Toyota,suv,2001,White,15549,Black,7,0
4424,2003,Subaru,truck,2004,Red,13863,Black,4,0
4425,2007,Toyota,sedan,2009,Blue,4132,Black,14,0
4426,2001,Toyota,truck,2004,White,3480,Brown,3,0
4427,2018,Toyota,truck,2020,Red,12831,Black,10,0
4428,2000,Subaru,sedan,2006,White,16459,Black,10,0
4429,2009,Subaru,truck,2023,White,18227,Brown,17,0
4430,2001,Honda,suv,2012,Blue,3010,Black,3,0
4431,2016,Subaru,suv,2011,White,17839,Black,7,0
4432,2001,Honda,sedan,2014,Red,8218,Brown,14,0
4433,2022,Subaru,suv,2016,White,2929,Black,9,1
4434,2023,Honda,suv,2007,Blue,13422,Black,8,1
4435,2012,Toyota,sedan,2006,Red,9470,Black,12,0
4436,2008,Toyota,sedan,2022,White,8326,Black,16,0
4437,2007,Honda,suv,2010,Blue,21700,Brown,7,1
4438,2016,Honda,sedan,2006,White,17551,Brown,10,1
4439,2020,Honda,suv,2002,Blue,10356,Brown,20,0
4440,2010,Toyota,suv,2020,Blue,20040,Black,17,0
4441,2011,Honda,truck,2017,Blue,3763,Black,2,0
4442,2000,Toyota,suv,2012,Blue,6877,Black,17,0
4443,2004,Honda,suv,2018,White,2931,Brown,14,0
4444,2013,Subaru,sedan,2020,White,2866,Black,15,0
4445,2003,Subaru,truck,2006,White,13346,Black,19,0
4446,2008,Toyota,suv,2007,Red,24649,Brown,2,0
4447,2006,Toyota,sedan,2014,Blue,20129,Black,11,0
4448,2017,Subaru,truck,2017,White,10215,Black,13,0
4449,2003,Toyota,sedan,2016,Blue,24081,Black,14,0
4450,2009,Toyota,suv,2005,Red,7968,Brown,20,0
4451,2009,Honda,sedan,2019,Red,19673,Black,19,0
4452,2020,Honda,truck,2013,White,8592,Black,15,0
4453,2006,Toyota,suv,2005,Blue,11562,Black,9,1
4454,2003,Toyota,sedan,2013,White,7589,Black,3,0
4455,2010,Toyota,suv,2011,White,2135,Brown,8,1
4456,2018,Honda,truck,2015,White,22458,Black,20,1
4457,2003,Toyota,truck,2002,White,15727,Brown,9,0
4458,2009,Honda,suv,2018,Blue,7305,Brown,4,0
4459,2018,Toyota,sedan,2008,Blue,8778,Brown,20,0
4460,2007,Toyota,sedan,2017,Red,2989,Black,14,0
4461,2012,Subaru,suv,2011,White,21758,Black,8,1
4462,2000,Toyota,truck,2014,White,1067,Brown,15,0
4463,2000,Toyota,suv,2020,Red,16489,Black,9,1
4464,2017,Subaru,truck,2013,Red,6140,Black,14,0
4465,2015,Subaru,suv,2021,Red,21346,Brown,17,0
4466,2015,Toyota,truck,2016,Blue,13113,Black,1,0
4467,2009,Subaru,sedan,2004,Red,7881,Brown,17,0
4468,2007,Toyota,truck,2010,Blue,22436,Black,15,1
4469,2002,Honda,truck,2021,White,23495,Black,11,0
4470,2020,Honda,suv,2019,Blue,6924,Brown,15,0
4471,2008,Honda,truck,2012,Blue,10760,Black,19,0
4472,2020,Subaru,suv,2016,White,9785,Black,1,1
4473,2020,Subaru,truck,2019,Blue,3526,Brown,6,0
4474,2015,Toyota,suv,2009,Blue,4002,Brown,12,0
4475,2007,Subaru,truck,2003,Blue,9694,Brown,15,0
4476,2023,Honda,sedan,2010,Blue,13624,Brown,17,0
4477,2018,Toyota,truck,2005,White,19195,Brown,12,1
4478,2020,Honda,truck,2016,Red,6715,Brown,19,0
4479,2010,Honda,sedan,2000,Red,8813,Black,2,0
4480,2003,Subaru,suv,2022,White,2602,Brown,4,0
4481,2021,Subaru,sedan,2000,Red,12474,Black,19,0
4482,2011,Subaru,suv,2021,Red,1217,Brown,2,0
4483,2016,Honda,truck,2020,Red,10140,Brown,4,0
4484,2004,Honda,sedan,2019,White,7006,Black,9,0
4485,2002,Toyota,sedan,2004,White,3024,Black,9,0
4486,2007,Toyota,suv,2023,Blue,4384,Brown,18,0
4487,2004,Honda,truck,2016,Red,15279,Brown,9,1
4488,2007,Honda,truck,2017,Blue,20170,Black,17,0
4489,2000,Toyota,truck,2016,Blue,9678,Black,1,0
4490,2003,Toyota,suv,2009,Blue,8867,Brown,2,1
4491,2004,Toyota,truck,2002,Red,22993,Black,3,0
4492,2007,Toyota,truck,2022,Blue,3951,Brown,7,0
4493,2000,Honda,truck,2000,Blue,6228,Brown,6,0
4494,2004,Honda,truck,2005,White,1859,Black,18,1
4495,2017,Subaru,truck,2021,Blue,19504,Brown,6,1
4496,2013,Honda,sedan,2020,Blue,2163,Brown,3,0
4497,2011,Honda,sedan,2003,Red,17966,Black,16,0
4498,2022,Honda,suv,2022,White,3162,Brown,15,0
4499,2005,Toyota,sedan,2009,Red,24616,Black,13,0
4500,2011,Toyota,suv,2019,Red,2592,Brown,8,0
4501,2001,Subaru,truck,2019,Blue,24241,Black,9,1
4502,2009,Toyota,sedan,2013,Red,16828,Black,18,0
4503,2010,Honda,suv,2003,Blue,19445,Black,12,0
4504,2013,Toyota,suv,2019,Blue,18732,Black,9,1
4505,2021,Toyota,suv,2014,White,23917,Black,5,0
4506,2019,Toyota,suv,2001,White,12792,Brown,7,0
4507,2006,Honda,sedan,2002,Red,4645,Black,16,0
4508,2010,Toyota,sedan,2016,Red,16274,Black,3,0
4509,2004,Subaru,suv,2015,Blue,24501,Black,5,1
4510,2012,Toyota,sedan,2002,White,7115,Black,11,0
4511,2014,Subaru,truck,2013,White,23040,Black,20,1
4512,2013,Subaru,sedan,2000,White,2887,Brown,10,0
4513,2006,Honda,sedan,2000,Blue,22086,Black,1,1
4514,2016,Subaru,suv,2015,Red,15651,Brown,3,0
4515,2013,Subaru,sedan,2005,White,6068,Black,10,0
4516,2012,Toyota,suv,2016,Blue,20432,Black,17,0
4517,2008,Toyota,suv,2001,White,23589,Black,5,1
4518,2012,Toyota,suv,2003,White,12382,Black,5,0
4519,2008,Honda,truck,2022,Blue,5232,Black,17,0
4520,2009,Subaru,sedan,2013,Red,13069,Brown,10,0
4521,2005,Subaru,suv,2018,Blue,13639,Brown,13,0
4522,2004,Toyota,truck,2008,Red,2397,Brown,8,0
4523,2003,Toyota,sedan,2006,Red,15141,Black,12,0
4524,2013,Subaru,suv,2008,Blue,19656,Black,4,1
4525,2011,Subaru,sedan,2009,White,21607,Brown,19,0
4526,2021,Subaru,truck,2017,Blue,8165,Black,2,0
4527,2022,Toyota,truck,2001,White,24174,Brown,16,0
4528,2021,Honda,suv,2004,Red,8332,Brown,3,0
4529,2008,Honda,suv,2004,Blue,17245,Brown,6,1
4530,2017,Toyota,sedan,2019,Blue,6033,Black,16,0
4531,2004,Subaru,sedan,2020,Red,10973,Brown,2,0
4532,2004,Honda,suv,2007,Blue,13601,Brown,16,0
4533,2005,Subaru,truck,2016,Blue,11123,Black,2,1
4534,2013,Toyota,suv,2023,White,12511,Black,19,0
4535,2012,Toyota,truck,2021,Blue,9498,Brown,12,0
4536,2011,Toyota,truck,2003,Blue,11942,Black,5,1
4537,2008,Subaru,truck,2001,Red,23322,Brown,6,0
4538,2015,Honda,truck,2017,Red,1367,Black,7,0
4539,2009,Toyota,truck,2007,Blue,2017,Black,8,1
4540,2007,Honda,suv,2006,Red,15857,Brown,1,1
4541,2017,Toyota,sedan,2017,Blue,6217,Black,18,0
4542,2022,Honda,suv,2014,Red,17848,Brown,5,1
4543,2008,Toyota,suv,2006,Blue,17307,Brown,13,0
4544,2022,Honda,truck,2004,Red,8502,Brown,1,0
4545,2007,Honda,truck,2002,Blue,9637,Brown,1,1
4546,2016,Honda,truck,2014,Red,10934,Brown,6,1
4547,2006,Subaru,sedan,2006,White,15977,Black,18,0
4548,2001,Subaru,sedan,2023,White,16985,Brown,5,1
4549,2021,Subaru,truck,2010,White,4091,Black,5,0
4550,2000,Toyota,truck,2018,Red,18532,Brown,20,1
4551,2010,Honda,truck,2005,Blue,4351,Brown,12,0
4552,2005,Honda,truck,2014,White,17018,Black,14,0
4553,2014,Subaru,sedan,2005,Blue,10033,Brown,4,1
4554,2017,Toyota,sedan,2002,Red,24978,Brown,15,0
4555,2011,Toyota,suv,2020,Blue,19105,Brown,10,1
4556,2016,Subaru,suv,2020,Blue,10451,Black,17,0
4557,2007,Subaru,truck,2007,Blue,19048,Black,14,1
4558,2006,Honda,truck,2014,Blue,10386,Black,14,0
4559,2007,Toyota,suv,2016,White,3643,Black,11,0
4560,2015,Subaru,truck,2017,Red,21740,Brown,16,0
4561,2005,Toyota,truck,2019,Blue,18382,Brown,9,0
4562,2018,Toyota,sedan,2011,Red,23824,Brown,15,0
4563,2000,Toyota,sedan,2018,Blue,24028,Black,4,1
4564,2020,Toyota,truck,2015,Blue,9244,Black,3,1
4565,2000,Honda,sedan,2008,Red,7782,Brown,10,0
4566,2008,Subaru,truck,2005,Blue,23278,Brown,11,1
4567,2020,Toyota,sedan,2007,White,11637,Black,18,0
4568,2005,Subaru,truck,2002,Blue,20371,Black,13,1
4569,2003,Honda,sedan,2005,White,12562,Brown,1,0
4570,2010,Honda,sedan,2006,Red,9091,Brown,4,0
4571,2003,Honda,suv,2000,Red,16205,Black,8,0
4572,2010,Honda,suv,2021,White,14422,Brown,6,0
4573,2003,Subaru,sedan,2001,Blue,7317,Brown,20,0
4574,2017,Toyota,suv,2012,White,6231,Brown,7,1
4575,2005,Honda,suv,2004,Red,21041,Black,20,0
4576,2023,Honda,sedan,2014,Red,4045,Brown,8,0
4577,2018,Honda,truck,2015,White,18574,Black,18,1
4578,2014,Subaru,suv,2023,White,1828,Black,20,0
4579,2018,Toyota,sedan,2006,Blue,17179,Brown,16,0
4580,2016,Subaru,sedan,2007,White,18816,Black,20,0
4581,2018,Honda,truck,2013,Red,2746,Black,16,0
4582,2018,Subaru,truck,2003,Red,16210,Black,13,0
4583,2011,Subaru,truck,2000,White,22859,Brown,9,0
4584,2002,Toyota,sedan,2008,Red,4338,Brown,4,1
4585,2016,Honda,truck,2005,Red,9132,Black,12,0
4586,2021,Subaru,suv,2009,White,5426,Black,8,1
4587,2011,Subaru,sedan,2013,Red,18011,Black,16,0
4588,2022,Subaru,truck,2017,White,18802,Brown,9,0
4589,2018,Toyota,sedan,2018,Red,2239,Black,7,0
4590,2004,Subaru,truck,2019,Red,16544,Brown,1,0
4591,2012,Subaru,truck,2016,Blue,11778,Brown,14,0
4592,2010,Toyota,suv,2017,Red,17988,Brown,13,0
4593,2006,Subaru,truck,2011,Blue,7724,Brown,7,1
4594,2009,Subaru,suv,2005,Blue,20192,Black,5,1
4595,2021,Honda,sedan,2004,Blue,16274,Black,12,0
4596,2020,Honda,suv,2000,White,11912,Brown,16,0
4597,2001,Toyota,sedan,2017,White,15178,Brown,11,0
4598,2010,Subaru,truck,2012,Blue,9622,Brown,20,0
4599,2022,Honda,sedan,2012,White,17886,Black,13,0
4600,2018,Subaru,sedan,2003,Blue,2344,Black,17,0
4601,2003,Honda,sedan,2017,Blue,4319,Black,11,0
4602,2021,Honda,truck,2020,White,1131,Black,20,0
4603,2022,Honda,truck,2019,White,20535,Black,18,0
4604,2004,Subaru,suv,2008,Blue,9996,Black,13,0
4605,2016,Subaru,suv,2007,White,12354,Black,14,0
4606,2004,Subaru,suv,2010,Red,17054,Black,7,1
4607,2005,Subaru,suv,2013,Red,22502,Black,13,0
4608,2016,Subaru,sedan,2020,Red,20931,Black,13,0
4609,2015,Toyota,suv,2014,Red,6535,Black,1,0
4610,2000,Subaru,sedan,2021,Red,11613,Black,20,0
4611,2004,Toyota,suv,2001,Red,1083,Black,19,0
4612,2000,Subaru,truck,2005,Red,12305,Brown,18,0
4613,2018,Subaru,suv,2008,White,1814,Brown,17,0
4614,2010,Subaru,suv,2022,White,23139,Black,13,1
4615,2006,Honda,sedan,2006,Red,14248,Black,3,0
4616,2015,Subaru,truck,2014,White,2896,Brown,1,1
4617,2015,Honda,suv,2012,Blue,14840,Black,20,0
4618,2015,Toyota,suv,2015,White,10630,Brown,16,0
4619,2019,Toyota,sedan,2000,White,19357,Black,9,1
4620,2003,Subaru,sedan,2004,Red,11040,Black,10,0
4621,2023,Subaru,suv,2010,White,13534,Brown,7,0
4622,2002,Toyota,suv,2015,White,9907,Brown,18,0
4623,2004,Subaru,truck,2013,Red,10908,Brown,19,0
4624,2016,Subaru,suv,2001,White,17703,Brown,13,1
4625,2014,Toyota,truck,2020,Blue,9525,Black,6,1
4626,2003,Toyota,sedan,2017,Blue,10018,Black,4,0
4627,2023,Toyota,truck,2000,White,15045,Black,8,1
4628,2017,Subaru,sedan,2012,White,22387,Brown,8,0
4629,2020,Honda,sedan,2017,White,20909,Brown,1,0
4630,2017,Honda,suv,2001,Red,6298,Black,5,0
4631,2014,Honda,suv,2021,Red,24816,Brown,1,0
4632,2006,Toyota,suv,2000,Red,24160,Black,3,0
4633,2021,Honda,sedan,2012,Blue,17547,Brown,4,1
4634,2003,Subaru,truck,2014,Red,9767,Brown,15,0
4635,2004,Subaru,truck,2016,Red,12078,Black,3,0
4636,2007,Toyota,truck,2005,Blue,13054,Brown,17,0
4637,2013,Subaru,truck,2007,Blue,8651,Black,2,0
4638,2010,Subaru,suv,2001,Red,10728,Brown,3,0
4639,2005,Toyota,sedan,2020,Blue,5969,Black,10,0
4640,2002,Subaru,truck,2022,White,13022,Brown,13,0
4641,2012,Honda,sedan,2013,Red,22144,Brown,3,0
4642,2017,Honda,truck,2013,White,21809,Brown,3,1
4643,2011,Toyota,truck,2015,White,18389,Black,20,0
4644,2008,Honda,truck,2020,Red,18063,Black,2,0
4645,2010,Honda,truck,2005,White,15690,Black,1,1
4646,2005,Subaru,truck,2012,Red,1075,Black,9,0
4647,2023,Honda,sedan,2015,Red,9801,Brown,2,0
4648,2013,Honda,suv,2011,White,17868,Black,16,0
4649,2010,Subaru,sedan,2000,White,1188,Black,16,1
4650,2001,Toyota,suv,2001,White,3275,Black,1,1
4651,2000,Toyota,suv,2005,White,4011,Brown,18,0
4652,2002,Toyota,truck,2010,Red,18547,Black,3,1
4653,2023,Subaru,sedan,2022,Red,3755,Brown,14,0
4654,2014,Toyota,suv,2006,Red,11901,Black,7,0
4655,2023,Toyota,suv,2002,Blue,19981,Brown,16,0
4656,2023,Toyota,suv,2013,Blue,20509,Brown,15,0
4657,2005,Toyota,truck,2014,Blue,5107,Brown,9,1
4658,2008,Subaru,truck,2000,Red,5257,Brown,18,0
4659,2000,Toyota,truck,2010,Red,21982,Black,4,1
4660,2015,Honda,sedan,2003,White,17832,Black,17,0
4661,2017,Subaru,truck,2003,Blue,13588,Brown,3,0
4662,2005,Honda,suv,2005,White,22822,Black,18,0
4663,2015,Honda,suv,2017,Blue,19057,Black,2,0
4664,2008,Toyota,sedan,2014,White,14858,Brown,15,0
4665,2010,Toyota,truck,2019,Red,8884,Brown,11,0
4666,2022,Honda,sedan,2012,Blue,15650,Brown,13,0
4667,2017,Toyota,truck,2021,Red,9036,Brown,20,0
4668,2003,Toyota,suv,2017,Red,8381,Black,3,1
4669,2013,Honda,sedan,2011,Blue,9991,Black,7,1
4670,2009,Subaru,sedan,2013,Red,21111,Black,18,0
4671,2007,Toyota,sedan,2022,Red,9101,Black,19,1
4672,2020,Toyota,sedan,2014,White,2036,Black,15,0
4673,2016,Toyota,sedan,2000,White,6704,Brown,18,0
4674,2003,Subaru,sedan,2015,Blue,3381,Brown,11,0
4675,2008,Honda,truck,2008,White,11256,Brown,13,0
4676,2018,Honda,truck,2020,Red,5359,Brown,19,0
4677,2006,Subaru,truck,2002,White,18642,Black,10,0
4678,2000,Honda,sedan,2009,Red,13923,Black,13,0
4679,2003,Subaru,sedan,2000,White,10885,Brown,1,0
4680,2012,Subaru,suv,2022,Blue,10778,Black,16,0
4681,2022,Toyota,suv,2021,Blue,16846,Brown,16,0
4682,2006,Subaru,sedan,2021,White,16028,Black,13,0
4683,2007,Toyota,truck,2020,White,18898,Black,1,0
4684,2012,Subaru,suv,2017,Red,24404,Black,8,1
4685,2022,Toyota,truck,2019,Blue,4423,Black,7,0
4686,2015,Honda,truck,2021,White,18219,Brown,20,1
4687,2022,Honda,sedan,2014,White,21047,Brown,11,0
4688,2017,Toyota,suv,2003,Blue,14510,Black,5,1
4689,2012,Honda,truck,2002,White,15358,Brown,11,0
4690,2013,Toyota,truck,2011,Blue,12428,Brown,9,1
4691,2007,Subaru,suv,2015,Red,8333,Brown,9,0
4692,2012,Subaru,truck,2021,Blue,21438,Black,13,0
4693,2023,Honda,truck,2023,Blue,23638,Brown,5,0
4694,2010,Subaru,suv,2000,Red,22707,Black,20,0
4695,2000,Subaru,suv,2000,White,14589,Black,12,0
4696,2018,Toyota,suv,2019,Blue,16468,Brown,12,0
4697,2013,Subaru,truck,2012,Blue,20458,Black,16,1
4698,2011,Honda,sedan,2019,Blue,9021,Brown,4,1
4699,2010,Honda,sedan,2021,Red,13394,Brown,15,0
4700,2019,Honda,truck,2018,Blue,17706,Brown,16,0
4701,2002,Toyota,truck,2006,White,15302,Brown,13,0
4702,2020,Toyota,suv,2001,Blue,7721,Black,17,0
4703,2013,Toyota,sedan,2018,Red,13312,Black,5,0
4704,2003,Subaru,sedan,2011,Blue,19960,Brown,17,0
4705,2001,Honda,truck,2005,Blue,7704,Black,10,0
4706,2000,Toyota,truck,2004,White,15509,Black,12,0
4707,2018,Subaru,truck,2015,Blue,3078,Brown,12,0
4708,2015,Honda,suv,2002,White,13601,Black,1,1
4709,2010,Subaru,suv,2012,Blue,4248,Black,12,1
4710,2008,Subaru,suv,2010,Blue,24351,Black,15,0
4711,2008,Subaru,sedan,2002,Red,16355,Black,13,0
4712,2001,Honda,truck,2013,Red,21902,Brown,5,0
4713,2020,Honda,truck,2004,Red,10318,Brown,9,0
4714,2015,Toyota,suv,2016,Red,12980,Black,15,0
4715,2010,Toyota,suv,2010,Blue,10506,Black,10,1
4716,2018,Toyota,suv,2005,Red,5076,Black,5,0
4717,2021,Subaru,suv,2020,Red,21196,Brown,14,0
4718,2004,Toyota,suv,2010,White,5458,Black,17,0
4719,2016,Honda,suv,2005,Red,8556,Brown,11,1
4720,2004,Honda,truck,2022,White,22234,Brown,3,1
4721,2012,Subaru,sedan,2000,White,3414,Black,19,0
4722,2002,Toyota,truck,2000,Blue,3387,Brown,11,0
4723,2010,Toyota,suv,2021,Red,8823,Black,19,0
4724,2000,Honda,truck,2003,White,24924,Black,4,1
4725,2001,Honda,suv,2014,White,3141,Brown,17,0
4726,2000,Honda,suv,2019,Blue,20096,Brown,7,1
4727,2004,Subaru,suv,2003,Blue,16187,Brown,2,1
4728,2007,Toyota,truck,2022,Blue,14523,Brown,17,0
4729,2023,Subaru,suv,2004,White,5390,Black,5,0
4730,2015,Subaru,sedan,2004,Blue,22093,Black,8,1
4731,2022,Subaru,sedan,2013,White,1767,Brown,19,0
4732,2022,Toyota,truck,2021,White,9085,Black,10,0
4733,2006,Subaru,truck,2006,White,15116,Black,5,0
4734,2010,Honda,suv,2009,Red,20149,Brown,19,0
4735,2007,Toyota,truck,2014,Blue,5584,Brown,14,0
4736,2014,Honda,sedan,2004,Blue,24861,Brown,11,0
4737,2020,Subaru,truck,2015,White,21574,Black,4,1
4738,2000,Toyota,truck,2000,White,21196,Black,16,0
4739,2008,Honda,suv,2007,Red,5080,Black,12,0
4740,2002,Honda,sedan,2023,Red,14371,Black,1,1
4741,2016,Honda,sedan,2019,Red,24850,Brown,18,0
4742,2000,Subaru,truck,2009,Red,3367,Brown,19,0
4743,2004,Honda,truck,2001,Red,22427,Brown,1,0
4744,2016,Honda,suv,2003,Blue,16107,Black,11,0
4745,2006,Subaru,suv,2010,White,24475,Black,8,1
4746,2002,Subaru,sedan,2013,Red,16708,Black,2,0
4747,2000,Honda,sedan,2000,White,21636,Black,19,0
4748,2000,Toyota,suv,2021,White,1731,Brown,5,0
4749,2006,Subaru,suv,2000,Red,22631,Black,5,0
4750,2014,Toyota,sedan,2007,White,23285,Brown,3,1
4751,2012,Subaru,suv,2017,Red,24921,Black,8,0
4752,2022,Toyota,sedan,2011,White,20415,Black,7,0
4753,2014,Subaru,sedan,2012,Blue,21202,Brown,11,0
4754,2002,Honda,truck,2008,Blue,18981,Black,8,1
4755,2018,Honda,sedan,2023,Blue,3233,Brown,13,0
4756,2009,Toyota,suv,2022,White,18257,Brown,16,0
4757,2009,Honda,suv,2000,Blue,24835,Black,1,1
4758,2013,Subaru,sedan,2009,Red,2015,Brown,2,0
4759,2019,Toyota,truck,2019,Blue,23499,Brown,11,1
4760,2018,Toyota,truck,2013,White,3328,Black,12,0
4761,2013,Toyota,truck,2004,Blue,23092,Black,11,0
4762,2017,Subaru,suv,2013,White,2152,Black,4,0
4763,2003,Honda,sedan,2001,White,3869,Brown,2,0
4764,2012,Toyota,truck,2017,Red,19781,Brown,20,0
4765,2012,Toyota,sedan,2010,White,15064,Black,8,1
4766,2009,Subaru,suv,2011,Blue,12381,Black,11,0
4767,2009,Honda,truck,2011,Blue,11005,Brown,11,0
4768,2021,Toyota,suv,2019,White,12232,Black,7,0
4769,2022,Honda,sedan,2005,White,5255,Brown,2,0
4770,2019,Subaru,truck,2003,Red,15679,Black,5,0
4771,2016,Toyota,sedan,2012,Blue,21847,Black,8,1
4772,2003,Subaru,sedan,2005,Blue,2902,Brown,3,1
4773,2005,Honda,sedan,2017,White,16199,Brown,5,1
4774,2003,Honda,sedan,2009,Red,21930,Brown,15,0
4775,2008,Toyota,truck,2011,Blue,20642,Brown,7,1
4776,2003,Subaru,suv,2020,Blue,21540,Black,17,0
4777,2021,Toyota,sedan,2009,Blue,18243,Brown,9,0
4778,2013,Subaru,truck,2009,Red,24376,Black,12,1
4779,2009,Subaru,suv,2002,Blue,7015,Brown,13,1
4780,2022,Subaru,suv,2004,Red,21843,Black,20,0
4781,2010,Subaru,truck,2010,Blue,18603,Black,2,1
4782,2021,Toyota,truck,2020,White,22309,Brown,15,0
4783,2015,Honda,sedan,2019,White,7293,Brown,4,0
4784,2007,Honda,sedan,2022,Red,1499,Brown,15,0
4785,2021,Subaru,truck,2009,Blue,22992,Black,20,1
4786,2000,Honda,truck,2022,Blue,7605,Black,6,1
4787,2013,Toyota,suv,2014,White,18673,Black,7,1
4788,2005,Toyota,truck,2023,Blue,17066,Brown,13,0
4789,2007,Honda,truck,2004,Red,23434,Black,18,1
4790,2014,Subaru,truck,2021,Red,18258,Black,19,1
4791,2017,Toyota,suv,2021,Red,17750,Black,9,0
4792,2009,Toyota,truck,2000,Red,6140,Black,20,0
4793,2003,Honda,truck,2018,Blue,4721,Brown,2,0
4794,2014,Honda,suv,2010,Red,11516,Brown,14,0
4795,2005,Honda,suv,2008,White,24954,Black,17,0
4796,2001,Honda,suv,2018,Red,11964,Brown,7,0
4797,2004,Honda,truck,2016,Red,8998,Brown,11,0
4798,2017,Subaru,suv,2015,Blue,19511,Brown,8,1
4799,2022,Subaru,sedan,2016,Red,6342,Black,7,0
4800,2023,Subaru,truck,2003,White,4889,Black,14,0
4801,2000,Subaru,sedan,2021,Red,18105,Brown,11,0
4802,2001,Toyota,truck,2006,White,14802,Brown,18,0
4803,2008,Subaru,sedan,2005,White,15967,Black,13,0
4804,2011,Toyota,truck,2006,Blue,3248,Black,17,0
4805,2001,Subaru,truck,2018,Blue,23986,Black,19,1
4806,2022,Toyota,sedan,2006,Red,11875,Brown,4,0
4807,2012,Honda,truck,2001,Blue,10085,Black,8,0
4808,2010,Subaru,sedan,2023,White,10574,Brown,20,0
4809,2020,Toyota,truck,2008,Red,16888,Brown,5,0
4810,2007,Toyota,sedan,2020,Blue,10090,Black,17,0
4811,2007,Toyota,sedan,2012,White,19518,Black,4,0
4812,2013,Toyota,sedan,2016,Red,24811,Brown,5,0
4813,2008,Honda,suv,2016,Blue,5302,Black,3,1
4814,2011,Subaru,suv,2016,Red,16950,Black,12,0
4815,2000,Toyota,sedan,2007,White,12602,Brown,17,0
4816,2013,Subaru,truck,2023,Blue,3510,Black,3,0
4817,2014,Subaru,truck,2004,Blue,4119,Black,20,0
4818,2019,Subaru,truck,2008,Blue,10536,Brown,3,0
4819,2002,Subaru,truck,2004,Blue,13231,Black,3,1
4820,2008,Toyota,suv,2023,White,23012,Black,18,0
4821,2000,Honda,suv,2021,White,23826,Black,13,0
4822,2017,Subaru,truck,2011,White,9171,Black,16,0
4823,2000,Toyota,sedan,2020,White,13335,Brown,14,0
4824,2008,Toyota,suv,2023,Red,21709,Black,18,0
4825,2013,Toyota,truck,2003,Blue,18140,Brown,16,1
4826,2005,Subaru,sedan,2017,Red,15757,Black,3,1
4827,2006,Subaru,sedan,2020,White,18180,Brown,8,1
4828,2004,Honda,truck,2014,Blue,6170,Brown,8,0
4829,2022,Honda,sedan,2022,Blue,2736,Brown,14,0
4830,2014,Subaru,truck,2017,White,18747,Brown,3,1
4831,2001,Subaru,suv,2017,White,12289,Brown,2,1
4832,2019,Subaru,truck,2022,White,5256,Brown,13,0
4833,2020,Subaru,suv,2020,Blue,22804,Black,18,0
4834,2013,Toyota,suv,2003,White,10568,Black,5,1
4835,2009,Honda,suv,2005,White,11836,Brown,17,0
4836,2022,Honda,suv,2011,Blue,17319,Black,3,1
4837,2020,Toyota,truck,2008,White,23893,Brown,16,1
4838,2015,Honda,sedan,2021,White,16757,Brown,1,1
4839,2008,Subaru,suv,2012,Blue,9920,Brown,2,1
4840,2021,Honda,sedan,2008,Blue,10506,Black,11,0
4841,2014,Toyota,sedan,2004,Blue,20690,Brown,3,1
4842,2009,Honda,truck,2019,Red,10994,Black,14,0
4843,2017,Toyota,sedan,2006,Red,5898,Brown,14,0
4844,2005,Subaru,suv,2015,Blue,5361,Black,17,0
4845,2018,Toyota,suv,2011,White,7198,Black,15,0
4846,2012,Honda,sedan,2012,Blue,20357,Black,19,0
4847,2010,Honda,truck,2010,Blue,12040,Brown,7,1
4848,2006,Toyota,sedan,2016,Red,8327,Black,15,0
4849,2010,Toyota,suv,2007,White,7443,Black,6,0
4850,2005,Toyota,sedan,2013,White,17132,Black,14,0
4851,2005,Toyota,suv,2017,White,19202,Black,16,0
4852,2018,Honda,sedan,2007,White,16712,Brown,14,0
4853,2001,Toyota,truck,2008,Red,17187,Black,17,0
4854,2003,Toyota,truck,2023,Blue,12841,Brown,20,1
4855,2018,Toyota,truck,2022,White,22786,Black,2,0
4856,2005,Subaru,truck,2023,Red,13387,Black,1,1
4857,2007,Subaru,sedan,2019,Red,11972,Brown,7,0
4858,2007,Toyota,suv,2012,White,2336,Brown,13,0
4859,2005,Subaru,sedan,2001,Blue,21583,Black,11,0
4860,2014,Subaru,truck,2016,Red,21749,Black,15,0
4861,2009,Toyota,sedan,2022,White,10334,Black,18,1
4862,2013,Subaru,suv,2013,Blue,14657,Black,10,1
4863,2008,Subaru,suv,2013,Red,11888,Black,12,0
4864,2008,Honda,suv,2001,Blue,18974,Black,8,1
4865,2010,Toyota,truck,2005,White,16143,Brown,11,0
4866,2000,Toyota,sedan,2006,Blue,10577,Brown,5,0
4867,2006,Toyota,sedan,2022,Red,18245,Black,11,0
4868,2015,Toyota,truck,2019,Red,5939,Black,7,0
4869,2015,Subaru,sedan,2018,Blue,2802,Brown,11,0
4870,2023,Toyota,sedan,2017,Blue,14742,Black,11,0
4871,2019,Toyota,suv,2021,White,15223,Brown,17,0
4872,2023,Honda,truck,2020,Blue,16849,Black,4,0
4873,2005,Subaru,sedan,2010,White,7798,Brown,4,0
4874,2015,Honda,sedan,2005,Red,12351,Black,3,0
4875,2001,Toyota,suv,2009,White,7092,Brown,16,0
